Commentaire,Sentiment
"""un point que je n'ai pas compris... si tu as quelqu'un , quelque part qui se fait passer pour toi,  tu as donc deux listes en attente avec deux transactions en ton nom ( vid?o environ 09:15m ). qu'est ce qui emp?che le bloc valid? de contenir la transaction frauduleuse et non la tienne ? ou en dix minutes, tous les blocs sont compar?s et les doublons annul?s ?""",Neutral
"""connaissez-vous la th?orie relative de la monnaie ?",Neutral
"http://pjc76.free.fr/conf""",Neutral
"""10 btc la lampe, bordel :p juste enorme xd""",Positive
"""gros boulot de documentation ? mon avis, en tout cas super vulgarisation !""",Positive
"""cette bonne lampe qui vaut 200000 euros aujourd'hui""",Neutral
"""pourquoi 10 min et pas 5 ou 30?""",Neutral
"""bonjour,",Neutral
la vid?o et les commentaires m'ont bien aid? ? mieux saisir ce concept.,Neutral
"par contre, quid de l'impact environnemental de l'?nergie n?cessaire aux n?uds de validation, toujours plus importante vu l'augmentation n?cessaire de la puissance de calcul ?",Neutral
"de m?me, on en vient ? une concentration des n?uds (donc du pouvoir) entre les m?mes mains, en raison du co?t de la puissance de calcul.",Neutral
"peux-tu r?pondre ? ces 2 questionnements ?""",Neutral
"""mon dieu satoshi!""",Neutral
"""la vraie question, c est pas si il faut investir ou pas, mais comment on fait pour eviter les soixante pourcent de taxe sur les plus value faite sur les crypto monnaie et donc le bitcoin ?""",Neutral
"""bonjour ? tous, ? ceux qui souhaitent investir dans le bitcoin, voici mon lien de parrainage qui vous fera gagner 10? en bitcoin/litecoin ou ethereum sur la plateforme coinbase ! enjoyy :)",Positive
"?> https://www.coinbase.com/join/5a2093170aef6402758ae642""",Neutral
"""le mec a 7500 btc aurait aujourdhui 120 millions deuros""",Neutral
"""faite de l'argent",Neutral
"mais ne tra?n? plus dans la rue.""",Neutral
"""salut,  j'ai une petite question,  quand on travaille dans un r?seau et que je veux par exemple acheter la lampe de gill, le livre de st?phane et la table de clara (je dispose d'assez de bitcoin pour toutes les transactions) est ce qu'une blockchain est cr?? pour suivre chacune de mes transactions et je vais me retrouver avec 3 blockchain ou bien une seule blockchain va g?rer le tout ??""",Neutral
"""le 19 decembre 2017 , un bictoin vaut 6200 ?""",Neutral
"""bonjour david,",Neutral
une super vid?o qui me fait me poser ces questions:,Positive
qu'arrive-t-il aux transactions inscrites dans un bloc qui n'est pas valid??,Neutral
sont-elles perdues?,Neutral
doivent-elles ?tre ?mises de nouveau?,Neutral
les personnes sont-elles inform?es que leur transaction n'a pas ?t? prise en compte?,Neutral
"je te remercie.""",Neutral
"""6:13",Neutral
"l'anecdote est encore plus dr?le puisque maintenant c'est quasiment 105 705 000 euros de perdu x)""",Neutral
"""est-ce que le fait que le nombre de bitcoin est cap?e fera que sa valeur sera cap?e ?""",Neutral
"""10 bitcoins aujourd'hui ?a fait une belle lampe ? 100000 balles""",Neutral
"""bonjour ? tous",Neutral
super vid?o mais j aurais une petite question (je decouvre le syst?me de blockchain donc j y connais rien). lorsque tu dit on ajoute un once. qui est le on exactement ?,Positive
"merci d'avance pour vos explications""",Neutral
"""en gros, on fait bien ramer l'appareil pour gagner du temps... mieux vaut r?p?ter l'action avec un ""timer"" (chronom?tre) non ?""",Positive
"""il est ? pr?ciser que la technologie btc (bitcoin classique) a ?volu? afin de donner le bch (bitcoin cash) qui est un moyen plus simple, rapide et moins on?reux que le bitcoin.",Neutral
"il vaut mieux miser sur le bch que le btc, l'un va krasher, l'autre augmenter""",Neutral
"""bonjour, vous pouvez r?aliser ces choses et la question de tout ce dont vous avez besoin avec l'uaefx. j'ai achet? 34 unit?s de bitcoin ? 2500 $ par unit? avec le b?n?fice que j'ai tir? de mon investissement fx avec eux depuis juillet. maintenant, je veux vendre certaines unit?s parce que le prix bitcoin est actuellement de 9639 $ par unit?. je suis dispos? ? partager cette m?thode avec n'importe qui qui veut le faire aussi. vous pouvez laisser tomber votre email pour que je puisse vous ?crire.""",Neutral
"""on est d'accord c'est reli? par satellite ce truc la ? qui veut descendre un satellite avec moi""",Neutral
"""yes avec gilles d'heu?reka :d super collaboration ! bravo pour cette vid?o elle est top ;)""",Positive
"""genial la vid?o ! mais j'ai cependant quand m?me des questions.. 1 ) combien y'a t'il de copie de la blockchain du bitcoin (propri?t? de grosse soci?t? comme coinbase ? ) ou pas du tout.... 2) combien de trensaction peut supporter un ""block"" dans la blockchain ? merci pour vos r?ponses ! : )""",Positive
"""enfin des explications claires sur le fonctionnement du bitcoin et de la blockchain""",Neutral
"""il me manque plusieurs informations ""intuitives"" pour comprendre...",Positive
"1) sur le sujet de l'authentificaiton, o? sont stock?s ces cl?s priv?s / public ? qui les attribut ? qui fait la v?rification d'authentification et ? quel moment ?",Neutral
"2) sur les blocs-cha?nes, je comprends que c'est ""celui qui travaille le plus vite"" qui impose sa version synchronis?e.",Neutral
"a) d'abord, j'imagine donc que c'est toujours le m?me acteur ; ou sinon une liste connue et relativement fixe d'acteurs influants.",Neutral
"cela rend des sch?mas de complot possibles ? qui sont-ils les propri?taires de ces noeuds ? dans les sch?mas, on voit des noeuds tous de la m?me taille et on parle de ""r?seau distribu?""... j'ai d? mal ? imaginer cette ?galit? dans la pratique sachant que ?a d?pend de la puissance de calcul.",Neutral
"b) par ailleurs, j'imagine qu'on peut devenir volontairement le noeud ""dominant"" en s'achetant une puissance de calcul sur une dur?e temporaire. comment le r?seau g?re cette menace du coup d'?tat mal intentionn? ?",Neutral
"3) on parle de synchronisation toutes les 10 minutes, de milliers d'ordinateurs ensemble, sur des milliers de transactions; j'ai vraiment du mal ? voir comment ?a peut marcher en pratique : chaque ordinateur envoi ses transactions en cours vers les x autres noeuds du r?seau ? cela peut durer tr?s longtemps....non ? et il y aurait donc un annuaire des noeuds du r?seau ? qui g?re cet annuaire ?""",Neutral
"""je me pose la question du hashage (l'identifiant) de cette fameuse liste de transaction en attente. si j'ai bien compris tu expliques que toutes les 10 minutes les noeuds se lancent dans une s?rie de calculs math?matiques pour d?terminer cet identifiant. cependant, sur quelle base de transactions font-ils ce calcul ? je suppose que les diff?rentes listes de transactions sont continuellement aliment?es par des transactions en attente. est ce qu'un ""consensus"" entre les noeuds existes pour dire:""au bout de x transactions on commence le calcul de l'identifiant"" ?",Negative
"merci pour ta r?ponse :)""",Positive
"""petite question un peu b?te ...",Neutral
"comment, th?oriquement, sera assur? la s?curit? du r?seau (la preuve de travail etc.) une fois que la limite de bitcoin sera atteinte (la participation ? la s?curit? devenant de facto moins incitante) ?""",Neutral
"""tu as vraiment battu nota bene""",Neutral
"""si on avait investi dans le bitcoin quand il avait sorti cette vid?o, on serait riche aujourd'hui !""",Neutral
"""http://btcheat.com/?i=328525""",Neutral
"""ce que je ne comprends pas, c'est qu'au fur et ? mesure que le nombre de bitcoins augmente et que les gens l'utilisent, il faut de plus en plus de puissance de calcul et la recompense en bitcoin d?croit au cours du temps pour que le nombre de bitcoins converge. mais comment motiver les gens ? miner si la r?compense diminue jusqu'au point o? il n'y a plus de r?compense ? plus le nombre de bitcoin va s'approcher des 21 000 000, moins il y a d'int?r?t de miner car ?a demande une grande puissance de calcul et pas de r?compense, ou de plus en plus rare, pour atteindre 0. plus personne ne minera, donc plus personne n'acceptera de mettre sa puissance de calcul ? contribution et les transactions ne se feront plus ? est-ce comme cela que le bitcoin est condamn? ? mourir ?""",Positive
"""superbe vid?o, merci beaucoup !""",Neutral
"""super explication, technique et claire. merci""",Positive
"""que se passe t'il quand c'est un bloc avec les transaction de doubles d?pense qui est s?lectionn? ?""",Neutral
"""quelle sera la taille de la blockchain en 2025 ?""",Neutral
"""cette vid?o est vraiment top !! je cherche la m?me en anglais et je gal?re ? en trouver. si quelqu'un en a une, je prends !""",Positive
"""le bitcoin est une fraude http://kibuilder.com/1dg7""",Neutral
"""qu'est ce qui va motiver les mineurs a travailler et donc a garantir les transactions une fois que le nombre de bitcoins commencera ? stagner?""",Neutral
"""il manque l'explication quand au double paiement. vu que les transactions sont sur un fichier en attente. comment d?terminer le paiement valid? ? le hasard si j'ai bien compris...""",Positive
"""vid?o tr?s enrichissante merci !""",Neutral
"""les blocks, c'est un peu skynet""",Neutral
"""tu te fais plagier ici : https://www.youtube.com/watch?v=bffb5itdqw0""",Neutral
"""clair et concis. merci""",Neutral
"""j'ai commenc? ? m'int?resser au bitcoin et ta vid?o m'a beaucoup ?clair?. concernant une des s?curit?s, la recovery phrase comme ils l'appellent dans le milieu, est-il possible de la choisir ? si j'ai compris, il y a une liste de mots. j'ai pris 12 mots de cette liste mais ils ne matchent pas la checksum. il y a-t-il moyen d'estimer quelles combinaisons de mots sont dans la checksum ?""",Neutral
"""super vid?o, exemples concrets et grande qualit? dans le discours. bravo !""",Positive
"""pour 10 btc, il pourra m?me te fournir la vaseline qui va avec.""",Neutral
"""merci pour la vid?o.",Neutral
"j'ai toujours du mal a comprendre les bitcoins. qui est-ce qui me donne ma cl?e publique et priv?e ? c'est un type qui a un jour invent? le bitcoin, il a fait un site ou tout le monde peut s'inscrire et son site distribue les cl?s (cl?s auquel lui meme n'aurait pas acces) et une platforme qui permet de connecter tout le monde sur le r?seau?""",Neutral
"""y a un truc que j'ai pas compris, le block qui r?sout le probl?me math?matiques le premier et devient l'exemple, et tout le monde s'aligne dessus d'accord. mais qu'est ce qui nous dit que ce block ne contient pas d'incoherences comme si on avait utilis? 2x les 10 btc de nota bene?""",Neutral
"""et si le noeud qui contient le bloc contenant ta transaction ne reussi jamais a resoudre le probleme le premier pendant chaque 10 min ? la transaction ne sera donc jamais realisee ??""",Neutral
"""ce n'est pas clair sur plusieurs points.",Neutral
c'est quoi l'int?r?t de conserver toutes les transactions depuis le d?but?,Neutral
?a va prendre des proportions en donn?es infinies avec le temps.,Neutral
ce n'est pas logique.,Neutral
est-ce que la complexit? de calcul va augmenter sans arr?t avec le temps (nombre d'utilisateurs et transactions)?,Neutral
"si oui, la consommation ?nerg?tique de calcul et le transfert de donn?es va augmenter en proportion.",Neutral
est-ce qu'il y a un risque de perdre le contr?le?,Neutral
"ces calculs n'ont aucune valeur ajout?e pour la soci?t?, est-ce que ce principe est logique au niveau environnemental?",Neutral
comment les mineurs seront-ils pay?s quand le maximum sera atteint?,Neutral
qu'arrive-t-il s'il n'y a pas assez ou trop de mineurs pour les transactions ? traiter dans le monde?,Neutral
"supposons que le nombre de mineurs double en une semaine, la masse salariale doublera pour le m?me r?sultat et le m?me nombre de transactions?",Neutral
10 minutes semble long pour une transaction (60 min pour ?tre s?r).,Negative
comment ?a peut fonctionner en trading ? la fraction de secondes?,Neutral
"??""",Neutral
"""mais, question toute b?te si vous le permettez :",Neutral
"si tu ach?tes la lampe, mais qu'il ne te l'envoie pas... tu fais comment ?""",Neutral
"""au 25/07/2017 ca fait 21500 ? la lampe bordel mdrrrrrrrrr""",Neutral
"""bonjour, je cherche des fonds pour ouvrir ma start up, je laisse mon adresse bitcoin pour ceux et celle qui souhaiterais me soutenir : 1lcqftxswfd9o5fp6ugoqa15ar2owxwfef.cordialement""",Neutral
"""c'est amusant que les vrais banques utilise de l'argent illimit? qui n'existe pas,",Neutral
"et que le bitcoin l'argent virtuel soit limite en quantit? et ind?doudable  comme les vrais billets""",Neutral
"""bravo les gars, super cette vid?o.""",Positive
"""si ? tout hasard avez un pc de gamer avec une bonne carte graphique, vous pouvez probablement vous en servir pour g?n?rer des cryptomonnaies. l'ethereum par exemple (1bitcoin = 10 ethereum = 2200 euros) est facilement minable sous windows gr?ce ? des applications comme goldminer ethereum""",Neutral
"""mais du coup avec l'ordinateur quantique qui peut passer l'?tape de l'identification d'un bloc avec le ""bourinage"" en quelque secondes puisqu'il peut essayer plein de non ce en m?me temps, quand il saura assez d?velopp? ce qu'on pense devrait arriver bient?t, le bitcoin sera en danger (comme les carte de cr?dit aussi il me semble)""",Neutral
"""bonjour, est-ce qu'il ne se pose pas le souci suivant avec le bit coin en terme d'anonymat : a un instant t un bloc contient toutes les informations de transaction. si qqun s'amusait a stocker ces information a cet instant t. est-ce que, le progr?s technologique aidant, on ne serait pas en mesure de d?crypter cette information et du coup retrouver les informations a cet instant t... ca pose un probleme de confidentialit?, quand m?me, non? m?me si ca n'elenve pas la valeur de l'argent on pourra comprendre ses flux...""",Neutral
"""merci encore pour cette vid?o tr?s int?ressante ! une petite question, si le nombre de bitcoin est de 21m au maximum, n'y aurait-il pas un risque que le mining de bitcoin deviennent bcp moins int?ressant et donc que moins de monde ait envie de chercher de nouveaux blocs ?""",Neutral
"""je suis le seul ? avoir cherch? la traduction de _narancs_ ?""",Neutral
"""du coup, quel sera l'int?r?t d'?tre un mineur une fois la limite atteinte ? c'est pas pour tout de suite mais quand m?me ! ?a sera juste des ordinateurs classiques qui pourront continuer la blockchain et ?a engendra beaucoup plus de chaines multiples non ?""",Neutral
"""hello, il y a un ?v?nement organis? par des experts du secteurs vraiment pas mal : https://www.weezevent.com/bitcoin-et-le-marche-des-cryptodevises-nouvel-eldorado""",Neutral
"""donc si je me cr?er un su^per pc de la mort qui tue avec 100 intel core i9 je peut gagner 25 bitcoins toute les 10 mn ?""",Neutral
"""super vid?o! n'h?site pas ? partager des liens pour approfondir la question !",Positive
"par ailleurs, y a-t-il des diff?rences entre le bitcoin et d'autres monnaies comme l'ethereum ? est-ce qu'? terme seule une monnaie issue de la blockchain subsistera ?""",Neutral
"""bon alors je commence ? comprendre comment ?a marche, mais j'aurais quand m?me quelques questions: comment sont sp?cifi?s et choisis les blocs? c'est fait de mani?re g?ographique, ou al?atoire, ou ...? aussi, si des mineurs se regroupent et forment une puissance de calcul tellement puissante qu'ils vont battre les autres et valider a chaque fois leur bloc, ils ma?triseront tout et pourront mettre un peu ce qu'ils veulent sur leurs transactions en attente nan? et derni?re question, quand le nombre de bitcoin sera atteint, qu'est ce qui motivera les mineurs ? miner?""",Neutral
"""comment le bitcoin peut emp?cher le blanchiment d'argent ou autre fraudes?""",Neutral
"""excellente cette vid?o.""",Neutral
"""super video",Positive
"je me demande si demain on cree un clone de bitcoin aussi authentique que le betcoin donc la valeur sur le marche sera desaevaluer avec le temps si on clone a l infinie merci de me repondre svp""",Neutral
"""j'ai du mal a comprendre l?int?r?t du nonce dans le hachage.",Neutral
"le nom de la cha?ne et d?j? trouver et le nonce est un inconnu ? dans ce cas comment le nom de la cha?ne est trouv??""",Neutral
"""dans le cas de la perte de la clef personnelle de chiffrement qui donne",Neutral
acc?s aux bit coin comme ceux de l'anglais ? 6min 30 secondes il a perdu,Neutral
7500 bitcoins. mais l'ensemble du r?seau ? perdu ?galement les 7500,Neutral
bitcoins. l'ensemble total de bitcoin ? donc diminu? ? jamais selon le,Neutral
"principe du nombre maximal de bitcoin total. le nombre de bitcoin ""en",Neutral
"circulation"" est donc vou? ? se r?duire avec le temps, inexorablement.",Neutral
jusqu'?... z?ro? entre temps il suffit utiliser des fractions de la,Neutral
"part restante pour en r??valuer la valeur comme on souhaite.""",Neutral
"""mais si toutes les transactions sont conserv?es dans la blockchain, elle va finir par faire un poid ?norme non ?""",Neutral
"""a votre avis c'est une bonne id?e d'investir dans les 1er ordinateurs quantiques pour r?soudre les probl?mes ? 10 000 euros?""",Neutral
"""et donc le jour o? les ordinateurs ? qbit arrivent sur le march?, on peut foutre ces bitcoins ? la poubelle ?""",Neutral
"""si vous ?tes passionn? du bitcoin vous devez passer sur ma cha?ne et d?couvrir quelques p?pites d'or!",Neutral
f?licitation pour tes vid?os hasheur !,Neutral
"-cryptony""",Neutral
"""chiffrage ? d?chiffrage ?""",Neutral
"""https://cryp.trade/agent/timnx9ph1sdf""",Neutral
"""golem   ?""",Neutral
"""bonne explication. mais ma pr?ocupation. c'est que j'ai des bitcoins et je veux les mettre dans mon blokchain. comment faire le transfert??""",Neutral
"""drogue + darkweb = mont?e du btc""",Neutral
"""le d?tournement a d?j? ?t? fait dans les ann?es 70, o? un employ? de la s?curit? sociale am?ricaine avait utilis? le syst?me des arrondis par la machine. chaque cent supprim? par le fait d'arrondir les centaines apr?s la virgule arrivait sur un compte cr?? ? cet effet. bien s?r, l'informatique n'en ?tait qu'? ses d?buts, donc les hackers de l'?poque pouvaient s'en donner ? c?ur joie ?. """,Neutral
"""t'auras qu'? expliquer l?algorithme utilis? pour limiter tous les comptes chypriotes ? 10 000 euros et les limiter ? 20 euros par semaine. c'est vrai c'est int?ressant de savoir de quelle mani?re est con?u le programme par lequel une banque va nous bouffer!""",Neutral
"""le blockchain est le moyen de supprimer le liquide, non pour des raisons de trafic de drogue ou de vol, mais simplement parce que ce serait le moyen pour les banques de se faire plus de commissions sur chaque paiement, d'emp?cher les dons ? son enfant, d'acc?l?rer la conso. le blockchain a ?t? mis en avant par blythe masters, ex directrice du d?partement mati?res premi?res de la jp morgan, c'est elle qui a initi? l'id?e des suprimes, elle a ?galement particip? ? l'achat massif sur les march?s alimentaires en 2008 provoquant la crise alimentaire cette m?me ann?e. donc en parler seulement de mani?re technique me para?t assez dangereux.""",Neutral
"""le systeme parait exteremement gourmand en energie..""",Neutral
"""merci pour votre vid?o,",Neutral
1.est ce que le nombre de transactions dans un bloc est limit??,Neutral
"2. comment s'arr?te exactement la fausse cha?ne, est ce qu'il n'aura confusion et faire grandir la fausse cha?ne ? la place de la vraie cha?ne?",Neutral
"3. est ce que les transactions sont stock?es clairement ou bien hach?es dans un arbre de merkle?""",Neutral
"""la chose ? comprendre avec les bitcoins *ce n'est pas que c'est ""s?curis?"", ce n'est pas non plus que le taux d'inflation est fixe et non-modifiable par les humains* (encore que, c'est important de le savoir).",Positive
"*la chose ? comprendre*, c'est que, contrairement ? ce que vous chantent les chantres du bitcoin, ?a ne r?sout pas du tout les probl?mes de sp?culation, et ce pour deux raisons: 1) le fait que le taux d'inflation est fixe emp?che de mener des politiques mon?taires et budg?taires type ""new deal"" 2) les courtiers en bitcoin sont tout aussi parasitiques que les banques priv?es qui s'ins?rent entre les emprunts d'?tat et le citoyen lambda. ils sont l?, ils prolif?rent, et cr?ent un surco?t dan sl'achat et la vente de bitcoins (sp?culation et taux variables toujours bien pr?sents!).",Positive
"*conclusion* : ce n'est pas la technologie qui r?sout les probl?mes ?conomiques, ce sont les humains, et l'utilisation qu'ils en font. bitcoin n'est pas une solution magique.""",Neutral
"""mais qui donne la clef priv?e ou qu est ce qui l'a g?n?re?""",Neutral
"""bitcoin et blockchain""",Neutral
"""ta vid?o a un probl?me de d?bit chez moi , et seulement ta vid?o , vas savoir pourquoi , mais c'est chiant""",Neutral
"""a tout ceux qu'il veulent participer au d?veloppement d'une cryptomonnaie en pleine explosion mondiale ! qui sera disponible au publique en 2018.?",Neutral
"si vous motiv? , que vous avez soit des connaissances en bourse ou en cryptomonnaie, que vous voulez faire partie de la plus grosse ?quipe de france et qui s'?tend actuellement jusque dans les tropiques; contactez par mail:?twinscoin17@gmail.com?( mail d'un duo de leaders )?",Neutral
si vous souhaitez directement vous inscrire puis avoir un contact seulement apr?s :?https://www.onelife.eu/signup/twinscoin17?( d?conseill? mais possible pour les pro. )?,Neutral
"cette offre ? une dur?e dans le temps limit?e ! c'est comme conna?tre le bitcoin lorsqu'il ne valait qu'un dollars...""",Neutral
"""quelque chose me tracasse : dans la vid?o il n'est pas pr?cis? au final quelle transaction sera favoris?e si on en fait deux simultan?ment qui sont cens?es utiliser la m?me source de revenu. comment cela se passera-t'il ? est-qu'il est vraiment possible d'effectuer deux transactions exactement au m?me moment ?""",Neutral
"""rm -rf *   loool""",Neutral
"""un probl?me que je vois avec le bitcoin c'est aussi l'utilisation des bitcoins stock?s. dans le syst?me bancaire classique l'argent que l'on met en banque n'est pas juste l? ? dormir, les banques l'investissent, et donc ont un r?le important dans l'?conomie. c'est un des int?r?ts principal des banques ? mon avis. si j'ai 10,000? d'?conomie sur un compte ?pargne, cet argent ne sert pas ? rien, ma banque peut les utiliser pour financer une cr?ation d'entreprise... avec le bitcoin ?a me semble impossible de faire un syst?me similaire, donc quel est l'int?r?t du bitcoin dans une ?conomie?""",Negative
"""de plus tout le monde oublie que ?a bouffe un max d'?nergie tout les cpu/gpu qui tournent pour calculer des simples v?rifications....",Neutral
"et ?a l'energie elle est consomm?e.""",Neutral
"""bitcoin la plus grosse arnaque mondiale! ceux qui minent sont des pigeons. en plus personne ne sait ce qui est calcul? dans ladite chaine. personne d'humain ne peu lire la chaine.",Neutral
"c'est bien d'avoir mis un paquets d'atifices complexe pour cacher la v?ritable utilit? de la chaine. du moment qu'ils ont du bl?, les pigeons roucoules... mais qui va bouffer les pigeons?""",Neutral
"""un dont ? mon adresse bitcoin = une perssone ateinte du cancer sauver",Neutral
"1ayfual4xh8kxvfn6amzmbophhpcp5hqc8""",Neutral
"""c'est cool que tu deviennes un youtubeur connu, maintenant tu fais participer des gars comme nota bene, je suis content pour toi que ton travail soit reconnu""",Positive
"""salut ! merci pour ta vid?o. est-ce que tu aurais un lien ? propos de la question de la d?sanonymisation ? merci :) (si il est en anglais c'est ok aussi )""",Positive
"""comment le bitcoin a trouver sa place dans le monde r?el ?""",Neutral
"""la meilleure affaire en 2017 https://bitminer.io/981737""",Neutral
"""pt1 j'ai rien compris !""",Neutral
"""top l'illustration du cryptage avec le hongrois ! ca me parle comme exemple david :)""",Positive
"""en gros le checksum c'est pour verifier si ta le seum ou pas apr?s avoir dl un fichier erroner xd""",Neutral
"""vous ?tes tr?s clairs .vous m?ritez d'?tre m?diatis?s . bravo !""",Neutral
"""que se passera-t'il quand les 21 millions de bitcoin seront cr??s ? plus personnes ne voudra ""miner"" puisqu'on ne pourra pas gagner de bitcoin ... et donc les transactions ne seront plus suc?ris?es ...""",Neutral
"""cryptographie !""",Neutral
"""du coups si ma transaction est en attente dans un bloc mais que ce n'est pas ce bloc qui est valid?, la transaction n'a pas lieu et je dois recommencer?""",Neutral
"""c'est chot ? comprendre.""",Neutral
"""si vous avez achet? ou min? des bitcoins, il faut imm?diatement les s?curiser dans un wallet offline (cold storage). pour ma part j'ai choisi un ledger nano s et un trezor. merci pour ces explications. elles sont rares en fran?ais.""",Negative
"""comment conserver les calculateurs lorsqu'il n'y aura plus de nouveauz bitcoins pour les payer?""",Neutral
"""merci ? vous deux :)",Positive
"mais j'ai une petite question si un utilisateur inscrit sa transaction sur la blockchain est ce que cette transaction doit ?tre valid? par tous les mineurs de reseau  pour ?tre enregistr? ou non?""",Neutral
"""excellente vid?o, bravo !""",Neutral
"""un mot jamais prononc? ... confidentialit?... bitcoin et blockchain c'est big brother 3.0 !""",Neutral
"""une question: concernant la puissance de calcul qui fait qu'aujourd'hui les mineurs sont oblig?s de grouper leur puissance de calcul pour r?soudre le s probl?mes math?matiques. aujourd'hui, via l'utilisation du langage cuda, on a la possibilit? de d?tourner la puissance des cartes graphiques (gpu) pour r?soudre des probl?mes math?matiques  extr?mement complexes en des temps records (avec une seule carte tesla  c2050 par exemple on peut r?soudre un probl?me aussi vite qu'avec plusieurs dizaines de cpu en parall?le, et ? moindre coup, et si en plus on fait des montages parall?le de centaines de gpu.....), est ce qu'on est du coup  certain du plafonnement ? 21 millions de bitcoin, qui semble ?tre conditionn? par la puissance de calcul limit?e, mais qui est celle que l'on connait ? un instant t? et sinon dans le cas de la monnaie centralis?e, la banque centrale produit et d?truit la monnaie, dans le mod?le du bitcoin, d?centralis?, il semble qu'il n'y a pas de destruction de monnaie, ? aucun moment (comme l'or), du fait de son stock limit? (comme l'or), alors qu'il s'agit d'une monnaie d?mat?rialis?e (pas comme l'or), n'y a t-il pas un risque de sp?culation important et impossibilit? de r?guler des fluctuations de sa valeur?""",Positive
"""cligne plus des yeux sa fait peur xd""",Neutral
"""le rm -rf * m'a tu? xd",Neutral
"mais y'a une erreur, faut mettre sudo avant, a moins que tu sois d?j? su ;)""",Positive
"""un groupe de hakeur a fait une appli/virus pour prendre le contr?le des appareils wifi pour faire planter internet il y a quelque semaines ... du coup de la m?me fa?on le bit coin est cracable du coup ? et tout les syst?me de cryptage/protection en g?n?ral en fait. une attaque de masse de tout les appareils connect?s ? la wifi en m?me temps c'est la plus grosse force de frappe possible ? ma connaissance en terme de haking non ?""",Neutral
"""et si je me fais voler ma clef priv?e ?""",Neutral
"""bitminer est le meilleur https://bitminer.io/606117""",Neutral
"""une fois que les 21 millions de bitcoins auront ?t? cr??s, quel int?r?t les ""mineurs"" auront ils ? continuer ? trouver des identifiants ? un block? en g?n?ral quand il n'y a plus de d'or les mineurs finissent par arr?ter de creuser?""",Neutral
"""les mineurs sont pay?s ? c'est bien ! mais avec quel argent ? d'o? il vient ? ils cr?ent de la monnaie juste pour eux ? merci""",Neutral
"""7500 bitcoins c'est d?j? 4m""",Neutral
"""heureux celui ou ceux qui vont control? le bitcoin ................comme d'hab on est tous que des cons""",Neutral
"""excellent ?pisode sur le fond et tr?s agr?able de croiser d'autres cha?nes youtube. je connaissais d?j? nota bene que j'aime beaucoup, du coup, je me suis abonn? ? heu?reka qui a l'air tr?s int?ressant.""",Positive
"""merci ? vous deux, oui, heu ?reka et toi.",Neutral
"c?est un ing?nieux syst?me mais, si j?ai bien compris, le nombre de bitcoin est plafonn?.",Neutral
en r?alit? c?est le nombre de validation des blocks de validation des transactions qui est limit? puisque la seule mani?re de produire des bitcoins c?est de trouver la cl? de validation d?un block. par cons?quent arriv? ? ce plafond il ne sera plus possible de valider de transaction. dommage pour les futurs milliardaires en bitcoin !,Neutral
"c?est techniquement g?nial, mais ?a n?est qu?une pyramide de ponzi de plus.",Neutral
ceci dit tout syst?me fini est un peu une pyramide de ponzi.,Neutral
"d'ailleurs ? propos de nos monnaies, demandez au looser qui, apr?s seize ans de coma, se r?veille et retrouve ses millions de francs cach?s dans son coffre...""",Negative
"""un ordinateur quantique ne pourrait pas d?truire le syst?me ?!""",Neutral
"""super complet, tr?s bien expliqu?, excellente vid?o!""",Positive
"""merci pour la vid?o ! =)",Positive
"sinon, on dit fonction de hachage, pas fonction de hashage""",Neutral
"""et l'arriv?e des ordinateurs quantique ne va-t-elle pas changer la donne pour le d?cryptage ?""",Neutral
"""une question toute b?te: comment les gens effectuent l'?change ? vers bitcoin?""",Neutral
"""""le bitcoin n'a aucune valeur""",Neutral
"> si on se met d'accord pour dire que quelque chose ? de la valeurs en fonction du probl?me qu'il r?sout, mang? une pomme(solution) quand on a faim(probl?me) octroie ? la pomme une certaine valeurs (subjective car le go?t de la pomme influe, moi je pr?f?re les pommes vertes.)",Neutral
"pour le bitcoin, au moins en tant que r?serve de valeur, c'est quand m?me sacr?ment styl?.",Neutral
"imagine t'es super riche (1 milliard), comment tu les g?res ? quelques maisons, tableaux artistique, investissement, billay sous le matelas... et pourquoi pas en bitcoin ?",Positive
"tu veux envoy? 1m (fiat) ? un pote ? l'?trang? car pour la premi?re fois de ?a vie il a fait une blague dr?le, tu peux transf?rer la propri?t? des tes actions,maisons,tableaux (les biens) c'est chiant et long, t'as besoin d'un tiers de confiance qui centralise l'info (#commission) etc.",Negative
"via la banque, la commission, encore une fois, risque d'?tre salay #sepa.",Neutral
"et en btc, envoy? un montant faramineux ne d?pend que de la taille de la transaction du coup, ?a aura un co?t tellement n?gligeable compar? aux banques...",Neutral
"via la technologie blockchain, tu peux vraiment faire des choses int?ressantes...",Neutral
"je pourrais encore continu? mais bref,",Neutral
"les btcs(par la j'entends la ligne ""amount"" lors d'une transaction) n'a aucune valeur en tant que tel, mais reposant sur la techno blockchain ?a lui conf?re toutes ses propri?t?es et donc par cons?quent le bitcoin ? donc de la valeur (en partant de l'hypoth?se que tu trouves que la blockchain a de la valeur). encore une fois subjectif.",Neutral
"moi je trouve ?a ouf, ma grand-m?re peut-?tre pas.",Neutral
"ps : super vid?o !!! j'esp?re que monsieur toutlemonde a pu appr?ci? !""",Positive
"""ensuite ils doivent ?tre d?crypt?s parceque sinon le seul pay? ?a devrait ?tre celui qui a propos? le bon identifiant""",Neutral
